,City,Total Price,Rupee_per_area(sq-feet),Area,Apartement
5301,Ghaziabad,2.06,8300.0,2485,3.0
5302,Greater Noida,53.12,4660.0,1140,2.0
5303,Greater Noida,47.31,3850.0,1229,2.0
5304,Greater Noida,78.75,4716.0,1670,3.0
5306,Greater Noida,71.89,4424.0,1625,3.0
5307,Ghaziabad,17.03,4518.0,377,1.0
5308,Ghaziabad,28.8,2400.0,1200,2.0
5309,Ghaziabad,98.0,4900.0,2000,3.0
5311,Greater Noida,51.89,4850.0,1070,2.0
5312,Greater Noida,78.72,4700.0,1675,3.0
5313,Greater Noida,67.7,4299.0,1575,3.0
5314,Greater Noida,76.21,5293.0,1440,3.0
5316,Greater Noida,37.39,3800.0,984,2.0
5317,Noida,3.87,11000.0,3525,4.0
5319,Lucknow,49.0,4000.0,1225,2.0
5320,Ghaziabad,57.25,5000.0,1145,2.0
5321,Ghaziabad,2.06,8300.0,2485,3.0
5322,Greater Noida,53.12,4660.0,1140,2.0
5323,Greater Noida,47.31,3850.0,1229,2.0
5324,Greater Noida,78.75,4716.0,1670,3.0
5326,Greater Noida,71.89,4424.0,1625,3.0
5327,Ghaziabad,17.03,4518.0,377,1.0
5328,Ghaziabad,28.8,2400.0,1200,2.0
5329,Ghaziabad,98.0,4900.0,2000,3.0
5331,Greater Noida,51.89,4850.0,1070,2.0
5332,Greater Noida,78.72,4700.0,1675,3.0
5333,Greater Noida,67.7,4299.0,1575,3.0
5334,Greater Noida,76.21,5293.0,1440,3.0
5336,Greater Noida,37.39,3800.0,984,2.0
5337,Noida,3.87,11000.0,3525,4.0
5339,Lucknow,49.0,4000.0,1225,2.0
5340,Ghaziabad,57.25,5000.0,1145,2.0
5341,Ghaziabad,2.06,8300.0,2485,3.0
5342,Greater Noida,53.12,4660.0,1140,2.0
5343,Greater Noida,47.31,3850.0,1229,2.0
5344,Greater Noida,78.75,4716.0,1670,3.0
5346,Greater Noida,71.89,4424.0,1625,3.0
5347,Ghaziabad,17.03,4518.0,377,1.0
5348,Ghaziabad,28.8,2400.0,1200,2.0
5349,Ghaziabad,98.0,4900.0,2000,3.0
5351,Greater Noida,51.89,4850.0,1070,2.0
5352,Greater Noida,78.72,4700.0,1675,3.0
5353,Greater Noida,67.7,4299.0,1575,3.0
5354,Greater Noida,76.21,5293.0,1440,3.0
5356,Greater Noida,37.39,3800.0,984,2.0
5357,Noida,3.87,11000.0,3525,4.0
5359,Lucknow,49.0,4000.0,1225,2.0
5360,Ghaziabad,57.25,5000.0,1145,2.0
5361,Ghaziabad,2.06,8300.0,2485,3.0
5362,Greater Noida,53.12,4660.0,1140,2.0
5363,Greater Noida,47.31,3850.0,1229,2.0
5364,Greater Noida,78.75,4716.0,1670,3.0
5366,Greater Noida,71.89,4424.0,1625,3.0
5367,Ghaziabad,17.03,4518.0,377,1.0
5368,Ghaziabad,28.8,2400.0,1200,2.0
5369,Ghaziabad,98.0,4900.0,2000,3.0
5371,Greater Noida,51.89,4850.0,1070,2.0
5372,Greater Noida,78.72,4700.0,1675,3.0
5373,Greater Noida,67.7,4299.0,1575,3.0
5374,Greater Noida,76.21,5293.0,1440,3.0
5376,Greater Noida,37.39,3800.0,984,2.0
5377,Noida,3.87,11000.0,3525,4.0
5379,Lucknow,49.0,4000.0,1225,2.0
5380,Ghaziabad,57.25,5000.0,1145,2.0
5381,Ghaziabad,2.06,8300.0,2485,3.0
5382,Greater Noida,53.12,4660.0,1140,2.0
5383,Greater Noida,47.31,3850.0,1229,2.0
5384,Greater Noida,78.75,4716.0,1670,3.0
5386,Greater Noida,71.89,4424.0,1625,3.0
5387,Ghaziabad,17.03,4518.0,377,1.0
5388,Ghaziabad,28.8,2400.0,1200,2.0
5389,Ghaziabad,98.0,4900.0,2000,3.0
5391,Greater Noida,51.89,4850.0,1070,2.0
5392,Greater Noida,78.72,4700.0,1675,3.0
5393,Greater Noida,67.7,4299.0,1575,3.0
5394,Greater Noida,76.21,5293.0,1440,3.0
5396,Greater Noida,37.39,3800.0,984,2.0
5397,Noida,3.87,11000.0,3525,4.0
5399,Lucknow,49.0,4000.0,1225,2.0
5400,Ghaziabad,57.25,5000.0,1145,2.0
5401,Ghaziabad,2.06,8300.0,2485,3.0
5402,Greater Noida,53.12,4660.0,1140,2.0
5403,Greater Noida,47.31,3850.0,1229,2.0
5404,Greater Noida,78.75,4716.0,1670,3.0
5406,Greater Noida,71.89,4424.0,1625,3.0
5407,Ghaziabad,17.03,4518.0,377,1.0
5408,Ghaziabad,28.8,2400.0,1200,2.0
5409,Ghaziabad,98.0,4900.0,2000,3.0
5411,Greater Noida,51.89,4850.0,1070,2.0
5412,Greater Noida,78.72,4700.0,1675,3.0
5413,Greater Noida,67.7,4299.0,1575,3.0
5414,Greater Noida,76.21,5293.0,1440,3.0
5416,Greater Noida,37.39,3800.0,984,2.0
5417,Noida,3.87,11000.0,3525,4.0
5419,Lucknow,49.0,4000.0,1225,2.0
5420,Ghaziabad,57.25,5000.0,1145,2.0
5421,Ghaziabad,2.06,8300.0,2485,3.0
5422,Greater Noida,53.12,4660.0,1140,2.0
5423,Greater Noida,47.31,3850.0,1229,2.0
5424,Greater Noida,78.75,4716.0,1670,3.0
5426,Greater Noida,71.89,4424.0,1625,3.0
5427,Ghaziabad,17.03,4518.0,377,1.0
5428,Ghaziabad,28.8,2400.0,1200,2.0
5429,Ghaziabad,98.0,4900.0,2000,3.0
5431,Greater Noida,51.89,4850.0,1070,2.0
5432,Greater Noida,78.72,4700.0,1675,3.0
5433,Greater Noida,67.7,4299.0,1575,3.0
5434,Greater Noida,76.21,5293.0,1440,3.0
5436,Greater Noida,37.39,3800.0,984,2.0
5437,Noida,3.87,11000.0,3525,4.0
5439,Lucknow,49.0,4000.0,1225,2.0
5440,Ghaziabad,57.25,5000.0,1145,2.0
5441,Ghaziabad,2.06,8300.0,2485,3.0
5442,Greater Noida,53.12,4660.0,1140,2.0
5443,Greater Noida,47.31,3850.0,1229,2.0
5444,Greater Noida,78.75,4716.0,1670,3.0
5446,Greater Noida,71.89,4424.0,1625,3.0
5447,Ghaziabad,17.03,4518.0,377,1.0
5448,Ghaziabad,28.8,2400.0,1200,2.0
5449,Ghaziabad,98.0,4900.0,2000,3.0
5451,Greater Noida,51.89,4850.0,1070,2.0
5452,Greater Noida,78.72,4700.0,1675,3.0
5453,Greater Noida,67.7,4299.0,1575,3.0
5454,Greater Noida,76.21,5293.0,1440,3.0
5456,Greater Noida,37.39,3800.0,984,2.0
5457,Noida,3.87,11000.0,3525,4.0
5459,Lucknow,49.0,4000.0,1225,2.0
5460,Ghaziabad,57.25,5000.0,1145,2.0
5461,Ghaziabad,2.06,8300.0,2485,3.0
5462,Greater Noida,53.12,4660.0,1140,2.0
5463,Greater Noida,47.31,3850.0,1229,2.0
5464,Greater Noida,78.75,4716.0,1670,3.0
5466,Greater Noida,71.89,4424.0,1625,3.0
5467,Ghaziabad,17.03,4518.0,377,1.0
5468,Ghaziabad,28.8,2400.0,1200,2.0
5469,Ghaziabad,98.0,4900.0,2000,3.0
5471,Greater Noida,51.89,4850.0,1070,2.0
5472,Greater Noida,78.72,4700.0,1675,3.0
5473,Greater Noida,67.7,4299.0,1575,3.0
5474,Greater Noida,76.21,5293.0,1440,3.0
5476,Greater Noida,37.39,3800.0,984,2.0
5477,Noida,3.87,11000.0,3525,4.0
5479,Lucknow,49.0,4000.0,1225,2.0
5480,Ghaziabad,57.25,5000.0,1145,2.0
5481,Ghaziabad,2.06,8300.0,2485,3.0
5482,Greater Noida,53.12,4660.0,1140,2.0
5483,Greater Noida,47.31,3850.0,1229,2.0
5484,Greater Noida,78.75,4716.0,1670,3.0
5486,Greater Noida,71.89,4424.0,1625,3.0
5487,Ghaziabad,17.03,4518.0,377,1.0
5488,Ghaziabad,28.8,2400.0,1200,2.0
5489,Ghaziabad,98.0,4900.0,2000,3.0
5491,Greater Noida,51.89,4850.0,1070,2.0
5492,Greater Noida,78.72,4700.0,1675,3.0
5493,Greater Noida,67.7,4299.0,1575,3.0
5494,Greater Noida,76.21,5293.0,1440,3.0
5496,Greater Noida,37.39,3800.0,984,2.0
5497,Noida,3.87,11000.0,3525,4.0
5499,Lucknow,49.0,4000.0,1225,2.0
5500,Ghaziabad,57.25,5000.0,1145,2.0
5501,Ghaziabad,2.06,8300.0,2485,3.0
5502,Greater Noida,53.12,4660.0,1140,2.0
5503,Greater Noida,47.31,3850.0,1229,2.0
5504,Greater Noida,78.75,4716.0,1670,3.0
5506,Greater Noida,71.89,4424.0,1625,3.0
5507,Ghaziabad,17.03,4518.0,377,1.0
5508,Ghaziabad,28.8,2400.0,1200,2.0
5509,Ghaziabad,98.0,4900.0,2000,3.0
5511,Greater Noida,51.89,4850.0,1070,2.0
5512,Greater Noida,78.72,4700.0,1675,3.0
5513,Greater Noida,67.7,4299.0,1575,3.0
5514,Greater Noida,76.21,5293.0,1440,3.0
5516,Greater Noida,37.39,3800.0,984,2.0
5517,Noida,3.87,11000.0,3525,4.0
5519,Lucknow,49.0,4000.0,1225,2.0
5520,Ghaziabad,57.25,5000.0,1145,2.0
5521,Ghaziabad,2.06,8300.0,2485,3.0
5522,Greater Noida,53.12,4660.0,1140,2.0
5523,Greater Noida,47.31,3850.0,1229,2.0
5524,Greater Noida,78.75,4716.0,1670,3.0
5526,Greater Noida,71.89,4424.0,1625,3.0
5527,Ghaziabad,17.03,4518.0,377,1.0
5528,Ghaziabad,28.8,2400.0,1200,2.0
5529,Ghaziabad,98.0,4900.0,2000,3.0
5531,Greater Noida,51.89,4850.0,1070,2.0
5532,Greater Noida,78.72,4700.0,1675,3.0
5533,Greater Noida,67.7,4299.0,1575,3.0
5534,Greater Noida,76.21,5293.0,1440,3.0
5536,Greater Noida,37.39,3800.0,984,2.0
5537,Noida,3.87,11000.0,3525,4.0
5539,Lucknow,49.0,4000.0,1225,2.0
5540,Ghaziabad,57.25,5000.0,1145,2.0
5541,Ghaziabad,2.06,8300.0,2485,3.0
5542,Greater Noida,53.12,4660.0,1140,2.0
5543,Greater Noida,47.31,3850.0,1229,2.0
5544,Greater Noida,78.75,4716.0,1670,3.0
5546,Greater Noida,71.89,4424.0,1625,3.0
5547,Ghaziabad,17.03,4518.0,377,1.0
5548,Ghaziabad,28.8,2400.0,1200,2.0
5549,Ghaziabad,98.0,4900.0,2000,3.0
5551,Greater Noida,51.89,4850.0,1070,2.0
5552,Greater Noida,78.72,4700.0,1675,3.0
5553,Greater Noida,67.7,4299.0,1575,3.0
5554,Greater Noida,76.21,5293.0,1440,3.0
5556,Greater Noida,37.39,3800.0,984,2.0
5557,Noida,3.87,11000.0,3525,4.0
5559,Lucknow,49.0,4000.0,1225,2.0
5560,Ghaziabad,57.25,5000.0,1145,2.0
5561,Ghaziabad,2.06,8300.0,2485,3.0
5562,Greater Noida,53.12,4660.0,1140,2.0
5563,Greater Noida,47.31,3850.0,1229,2.0
5564,Greater Noida,78.75,4716.0,1670,3.0
5566,Greater Noida,71.89,4424.0,1625,3.0
5567,Ghaziabad,17.03,4518.0,377,1.0
5568,Ghaziabad,28.8,2400.0,1200,2.0
5569,Ghaziabad,98.0,4900.0,2000,3.0
5571,Greater Noida,51.89,4850.0,1070,2.0
5572,Greater Noida,78.72,4700.0,1675,3.0
5573,Greater Noida,67.7,4299.0,1575,3.0
5574,Greater Noida,76.21,5293.0,1440,3.0
5576,Greater Noida,37.39,3800.0,984,2.0
5577,Noida,3.87,11000.0,3525,4.0
5579,Lucknow,49.0,4000.0,1225,2.0
5580,Ghaziabad,57.25,5000.0,1145,2.0
5581,Ghaziabad,2.06,8300.0,2485,3.0
5582,Greater Noida,53.12,4660.0,1140,2.0
5583,Greater Noida,47.31,3850.0,1229,2.0
5584,Greater Noida,78.75,4716.0,1670,3.0
5586,Greater Noida,71.89,4424.0,1625,3.0
5587,Ghaziabad,17.03,4518.0,377,1.0
5588,Ghaziabad,28.8,2400.0,1200,2.0
5589,Ghaziabad,98.0,4900.0,2000,3.0
5591,Greater Noida,51.89,4850.0,1070,2.0
5592,Greater Noida,78.72,4700.0,1675,3.0
5593,Greater Noida,67.7,4299.0,1575,3.0
5594,Greater Noida,76.21,5293.0,1440,3.0
5596,Greater Noida,37.39,3800.0,984,2.0
5597,Noida,3.87,11000.0,3525,4.0
5599,Lucknow,49.0,4000.0,1225,2.0
5600,Ghaziabad,57.25,5000.0,1145,2.0
5601,Ghaziabad,2.06,8300.0,2485,3.0
5602,Greater Noida,53.12,4660.0,1140,2.0
5603,Greater Noida,47.31,3850.0,1229,2.0
5604,Greater Noida,78.75,4716.0,1670,3.0
5606,Greater Noida,71.89,4424.0,1625,3.0
5607,Ghaziabad,17.03,4518.0,377,1.0
5608,Ghaziabad,28.8,2400.0,1200,2.0
5609,Ghaziabad,98.0,4900.0,2000,3.0
5611,Greater Noida,51.89,4850.0,1070,2.0
5612,Greater Noida,78.72,4700.0,1675,3.0
5613,Greater Noida,67.7,4299.0,1575,3.0
5614,Greater Noida,76.21,5293.0,1440,3.0
5616,Greater Noida,37.39,3800.0,984,2.0
5617,Noida,3.87,11000.0,3525,4.0
5619,Lucknow,49.0,4000.0,1225,2.0
5620,Ghaziabad,57.25,5000.0,1145,2.0
5621,Ghaziabad,2.06,8300.0,2485,3.0
5622,Greater Noida,53.12,4660.0,1140,2.0
5623,Greater Noida,47.31,3850.0,1229,2.0
5624,Greater Noida,78.75,4716.0,1670,3.0
5626,Greater Noida,71.89,4424.0,1625,3.0
5627,Ghaziabad,17.03,4518.0,377,1.0
5628,Ghaziabad,28.8,2400.0,1200,2.0
5629,Ghaziabad,98.0,4900.0,2000,3.0
5631,Greater Noida,51.89,4850.0,1070,2.0
5632,Greater Noida,78.72,4700.0,1675,3.0
5633,Greater Noida,67.7,4299.0,1575,3.0
5634,Greater Noida,76.21,5293.0,1440,3.0
5636,Greater Noida,37.39,3800.0,984,2.0
5637,Noida,3.87,11000.0,3525,4.0
5639,Lucknow,49.0,4000.0,1225,2.0
5640,Ghaziabad,57.25,5000.0,1145,2.0
5641,Ghaziabad,2.06,8300.0,2485,3.0
5642,Greater Noida,53.12,4660.0,1140,2.0
5643,Greater Noida,47.31,3850.0,1229,2.0
5644,Greater Noida,78.75,4716.0,1670,3.0
5646,Greater Noida,71.89,4424.0,1625,3.0
5647,Ghaziabad,17.03,4518.0,377,1.0
5648,Ghaziabad,28.8,2400.0,1200,2.0
5649,Ghaziabad,98.0,4900.0,2000,3.0
5651,Greater Noida,51.89,4850.0,1070,2.0
5652,Greater Noida,78.72,4700.0,1675,3.0
5653,Greater Noida,67.7,4299.0,1575,3.0
5654,Greater Noida,76.21,5293.0,1440,3.0
5656,Greater Noida,37.39,3800.0,984,2.0
5657,Noida,3.87,11000.0,3525,4.0
5659,Lucknow,49.0,4000.0,1225,2.0
5660,Ghaziabad,57.25,5000.0,1145,2.0
5661,Ghaziabad,2.06,8300.0,2485,3.0
5662,Greater Noida,53.12,4660.0,1140,2.0
5663,Greater Noida,47.31,3850.0,1229,2.0
5664,Greater Noida,78.75,4716.0,1670,3.0
5666,Greater Noida,71.89,4424.0,1625,3.0
5667,Ghaziabad,17.03,4518.0,377,1.0
5668,Ghaziabad,28.8,2400.0,1200,2.0
5669,Ghaziabad,98.0,4900.0,2000,3.0
5671,Greater Noida,51.89,4850.0,1070,2.0
5672,Greater Noida,78.72,4700.0,1675,3.0
5673,Greater Noida,67.7,4299.0,1575,3.0
5674,Greater Noida,76.21,5293.0,1440,3.0
5676,Greater Noida,37.39,3800.0,984,2.0
5677,Noida,3.87,11000.0,3525,4.0
5679,Lucknow,49.0,4000.0,1225,2.0
5680,Ghaziabad,57.25,5000.0,1145,2.0
5681,Ghaziabad,2.06,8300.0,2485,3.0
5682,Greater Noida,53.12,4660.0,1140,2.0
5683,Greater Noida,47.31,3850.0,1229,2.0
5684,Greater Noida,78.75,4716.0,1670,3.0
5686,Greater Noida,71.89,4424.0,1625,3.0
5687,Ghaziabad,17.03,4518.0,377,1.0
5688,Ghaziabad,28.8,2400.0,1200,2.0
5689,Ghaziabad,98.0,4900.0,2000,3.0
5691,Greater Noida,51.89,4850.0,1070,2.0
5692,Greater Noida,78.72,4700.0,1675,3.0
5693,Greater Noida,67.7,4299.0,1575,3.0
5694,Greater Noida,76.21,5293.0,1440,3.0
5696,Greater Noida,37.39,3800.0,984,2.0
5697,Noida,3.87,11000.0,3525,4.0
5699,Lucknow,49.0,4000.0,1225,2.0
5700,Ghaziabad,57.25,5000.0,1145,2.0
5701,Ghaziabad,2.06,8300.0,2485,3.0
5702,Greater Noida,53.12,4660.0,1140,2.0
5703,Greater Noida,47.31,3850.0,1229,2.0
5704,Greater Noida,78.75,4716.0,1670,3.0
5706,Greater Noida,71.89,4424.0,1625,3.0
5707,Ghaziabad,17.03,4518.0,377,1.0
5708,Ghaziabad,28.8,2400.0,1200,2.0
5709,Ghaziabad,98.0,4900.0,2000,3.0
5711,Greater Noida,51.89,4850.0,1070,2.0
5712,Greater Noida,78.72,4700.0,1675,3.0
5713,Greater Noida,67.7,4299.0,1575,3.0
5714,Greater Noida,76.21,5293.0,1440,3.0
5716,Greater Noida,37.39,3800.0,984,2.0
5717,Noida,3.87,11000.0,3525,4.0
5719,Lucknow,49.0,4000.0,1225,2.0
5720,Ghaziabad,57.25,5000.0,1145,2.0
5721,Ghaziabad,2.06,8300.0,2485,3.0
5722,Greater Noida,53.12,4660.0,1140,2.0
5723,Greater Noida,47.31,3850.0,1229,2.0
5724,Greater Noida,78.75,4716.0,1670,3.0
5726,Greater Noida,71.89,4424.0,1625,3.0
5727,Ghaziabad,17.03,4518.0,377,1.0
5728,Ghaziabad,28.8,2400.0,1200,2.0
5729,Ghaziabad,98.0,4900.0,2000,3.0
5731,Greater Noida,51.89,4850.0,1070,2.0
5732,Greater Noida,78.72,4700.0,1675,3.0
5733,Greater Noida,67.7,4299.0,1575,3.0
5734,Greater Noida,76.21,5293.0,1440,3.0
5736,Greater Noida,37.39,3800.0,984,2.0
5737,Noida,3.87,11000.0,3525,4.0
5739,Lucknow,49.0,4000.0,1225,2.0
5740,Ghaziabad,57.25,5000.0,1145,2.0
5741,Ghaziabad,2.06,8300.0,2485,3.0
5742,Greater Noida,53.12,4660.0,1140,2.0
5743,Greater Noida,47.31,3850.0,1229,2.0
5744,Greater Noida,78.75,4716.0,1670,3.0
5746,Greater Noida,71.89,4424.0,1625,3.0
5747,Ghaziabad,17.03,4518.0,377,1.0
5748,Ghaziabad,28.8,2400.0,1200,2.0
5749,Ghaziabad,98.0,4900.0,2000,3.0
5751,Greater Noida,51.89,4850.0,1070,2.0
5752,Greater Noida,78.72,4700.0,1675,3.0
5753,Greater Noida,67.7,4299.0,1575,3.0
5754,Greater Noida,76.21,5293.0,1440,3.0
5756,Greater Noida,37.39,3800.0,984,2.0
5757,Noida,3.87,11000.0,3525,4.0
5759,Lucknow,49.0,4000.0,1225,2.0
5760,Ghaziabad,57.25,5000.0,1145,2.0
5761,Ghaziabad,2.06,8300.0,2485,3.0
5762,Greater Noida,53.12,4660.0,1140,2.0
5763,Greater Noida,47.31,3850.0,1229,2.0
5764,Greater Noida,78.75,4716.0,1670,3.0
5766,Greater Noida,71.89,4424.0,1625,3.0
5767,Ghaziabad,17.03,4518.0,377,1.0
5768,Ghaziabad,28.8,2400.0,1200,2.0
5769,Ghaziabad,98.0,4900.0,2000,3.0
5771,Greater Noida,51.89,4850.0,1070,2.0
5772,Greater Noida,78.72,4700.0,1675,3.0
5773,Greater Noida,67.7,4299.0,1575,3.0
5774,Greater Noida,76.21,5293.0,1440,3.0
5776,Greater Noida,37.39,3800.0,984,2.0
5777,Noida,3.87,11000.0,3525,4.0
5779,Lucknow,49.0,4000.0,1225,2.0
5780,Ghaziabad,57.25,5000.0,1145,2.0
5781,Ghaziabad,2.06,8300.0,2485,3.0
5782,Greater Noida,53.12,4660.0,1140,2.0
5783,Greater Noida,47.31,3850.0,1229,2.0
5784,Greater Noida,78.75,4716.0,1670,3.0
5786,Greater Noida,71.89,4424.0,1625,3.0
5787,Ghaziabad,17.03,4518.0,377,1.0
5788,Ghaziabad,28.8,2400.0,1200,2.0
5789,Ghaziabad,98.0,4900.0,2000,3.0
5791,Greater Noida,51.89,4850.0,1070,2.0
5792,Greater Noida,78.72,4700.0,1675,3.0
5793,Greater Noida,67.7,4299.0,1575,3.0
5794,Greater Noida,76.21,5293.0,1440,3.0
5796,Greater Noida,37.39,3800.0,984,2.0
5797,Noida,3.87,11000.0,3525,4.0
5799,Lucknow,49.0,4000.0,1225,2.0
5800,Ghaziabad,57.25,5000.0,1145,2.0
5801,Ghaziabad,2.06,8300.0,2485,3.0
5802,Greater Noida,53.12,4660.0,1140,2.0
5803,Greater Noida,47.31,3850.0,1229,2.0
5804,Greater Noida,78.75,4716.0,1670,3.0
5806,Greater Noida,71.89,4424.0,1625,3.0
5807,Ghaziabad,17.03,4518.0,377,1.0
5808,Ghaziabad,28.8,2400.0,1200,2.0
5809,Ghaziabad,98.0,4900.0,2000,3.0
5811,Greater Noida,51.89,4850.0,1070,2.0
5812,Greater Noida,78.72,4700.0,1675,3.0
5813,Greater Noida,67.7,4299.0,1575,3.0
5814,Greater Noida,76.21,5293.0,1440,3.0
5816,Greater Noida,37.39,3800.0,984,2.0
5817,Noida,3.87,11000.0,3525,4.0
5819,Lucknow,49.0,4000.0,1225,2.0
5820,Ghaziabad,57.25,5000.0,1145,2.0
5821,Ghaziabad,2.06,8300.0,2485,3.0
5822,Greater Noida,53.12,4660.0,1140,2.0
5823,Greater Noida,47.31,3850.0,1229,2.0
5824,Greater Noida,78.75,4716.0,1670,3.0
5826,Greater Noida,71.89,4424.0,1625,3.0
5827,Ghaziabad,17.03,4518.0,377,1.0
5828,Ghaziabad,28.8,2400.0,1200,2.0
5829,Ghaziabad,98.0,4900.0,2000,3.0
5831,Greater Noida,51.89,4850.0,1070,2.0
5832,Greater Noida,78.72,4700.0,1675,3.0
5833,Greater Noida,67.7,4299.0,1575,3.0
5834,Greater Noida,76.21,5293.0,1440,3.0
5836,Greater Noida,37.39,3800.0,984,2.0
5837,Noida,3.87,11000.0,3525,4.0
5839,Lucknow,49.0,4000.0,1225,2.0
5840,Ghaziabad,57.25,5000.0,1145,2.0
5841,Ghaziabad,2.06,8300.0,2485,3.0
5842,Greater Noida,53.12,4660.0,1140,2.0
5843,Greater Noida,47.31,3850.0,1229,2.0
5844,Greater Noida,78.75,4716.0,1670,3.0
5846,Greater Noida,71.89,4424.0,1625,3.0
5847,Ghaziabad,17.03,4518.0,377,1.0
5848,Ghaziabad,28.8,2400.0,1200,2.0
5849,Ghaziabad,98.0,4900.0,2000,3.0
5851,Greater Noida,51.89,4850.0,1070,2.0
5852,Greater Noida,78.72,4700.0,1675,3.0
5853,Greater Noida,67.7,4299.0,1575,3.0
5854,Greater Noida,76.21,5293.0,1440,3.0
5856,Greater Noida,37.39,3800.0,984,2.0
5857,Noida,3.87,11000.0,3525,4.0
5859,Lucknow,49.0,4000.0,1225,2.0
5860,Ghaziabad,57.25,5000.0,1145,2.0
5861,Ghaziabad,2.06,8300.0,2485,3.0
5862,Greater Noida,53.12,4660.0,1140,2.0
5863,Greater Noida,47.31,3850.0,1229,2.0
5864,Greater Noida,78.75,4716.0,1670,3.0
5866,Greater Noida,71.89,4424.0,1625,3.0
5867,Ghaziabad,17.03,4518.0,377,1.0
5868,Ghaziabad,28.8,2400.0,1200,2.0
5869,Ghaziabad,98.0,4900.0,2000,3.0
5871,Greater Noida,51.89,4850.0,1070,2.0
5872,Greater Noida,78.72,4700.0,1675,3.0
5873,Greater Noida,67.7,4299.0,1575,3.0
5874,Greater Noida,76.21,5293.0,1440,3.0
5876,Greater Noida,37.39,3800.0,984,2.0
5877,Noida,3.87,11000.0,3525,4.0
5879,Lucknow,49.0,4000.0,1225,2.0
5880,Ghaziabad,57.25,5000.0,1145,2.0
5881,Ghaziabad,2.06,8300.0,2485,3.0
5882,Greater Noida,53.12,4660.0,1140,2.0
5883,Greater Noida,47.31,3850.0,1229,2.0
5884,Greater Noida,78.75,4716.0,1670,3.0
5886,Greater Noida,71.89,4424.0,1625,3.0
5887,Ghaziabad,17.03,4518.0,377,1.0
5888,Ghaziabad,28.8,2400.0,1200,2.0
5889,Ghaziabad,98.0,4900.0,2000,3.0
5891,Greater Noida,51.89,4850.0,1070,2.0
5892,Greater Noida,78.72,4700.0,1675,3.0
5893,Greater Noida,67.7,4299.0,1575,3.0
5894,Greater Noida,76.21,5293.0,1440,3.0
5896,Greater Noida,37.39,3800.0,984,2.0
5897,Noida,3.87,11000.0,3525,4.0
5899,Lucknow,49.0,4000.0,1225,2.0
5900,Ghaziabad,57.25,5000.0,1145,2.0
5901,Ghaziabad,2.06,8300.0,2485,3.0
5902,Greater Noida,53.12,4660.0,1140,2.0
5903,Greater Noida,47.31,3850.0,1229,2.0
5904,Greater Noida,78.75,4716.0,1670,3.0
5906,Greater Noida,71.89,4424.0,1625,3.0
5907,Ghaziabad,17.03,4518.0,377,1.0
5908,Ghaziabad,28.8,2400.0,1200,2.0
5909,Ghaziabad,98.0,4900.0,2000,3.0
5911,Greater Noida,51.89,4850.0,1070,2.0
5912,Greater Noida,78.72,4700.0,1675,3.0
5913,Greater Noida,67.7,4299.0,1575,3.0
5914,Greater Noida,76.21,5293.0,1440,3.0
5916,Greater Noida,37.39,3800.0,984,2.0
5917,Noida,3.87,11000.0,3525,4.0
5919,Lucknow,49.0,4000.0,1225,2.0
5920,Ghaziabad,57.25,5000.0,1145,2.0
5921,Ghaziabad,2.06,8300.0,2485,3.0
5922,Greater Noida,53.12,4660.0,1140,2.0
5923,Greater Noida,47.31,3850.0,1229,2.0
5924,Greater Noida,78.75,4716.0,1670,3.0
5926,Greater Noida,71.89,4424.0,1625,3.0
5927,Ghaziabad,17.03,4518.0,377,1.0
5928,Ghaziabad,28.8,2400.0,1200,2.0
5929,Ghaziabad,98.0,4900.0,2000,3.0
5931,Greater Noida,51.89,4850.0,1070,2.0
5932,Greater Noida,78.72,4700.0,1675,3.0
5933,Greater Noida,67.7,4299.0,1575,3.0
5934,Greater Noida,76.21,5293.0,1440,3.0
5936,Greater Noida,37.39,3800.0,984,2.0
5937,Noida,3.87,11000.0,3525,4.0
5939,Lucknow,49.0,4000.0,1225,2.0
5940,Ghaziabad,57.25,5000.0,1145,2.0
5941,Ghaziabad,2.06,8300.0,2485,3.0
5942,Greater Noida,53.12,4660.0,1140,2.0
5943,Greater Noida,47.31,3850.0,1229,2.0
5944,Greater Noida,78.75,4716.0,1670,3.0
5946,Greater Noida,71.89,4424.0,1625,3.0
5947,Ghaziabad,17.03,4518.0,377,1.0
5948,Ghaziabad,28.8,2400.0,1200,2.0
5949,Ghaziabad,98.0,4900.0,2000,3.0
5951,Greater Noida,51.89,4850.0,1070,2.0
5952,Greater Noida,78.72,4700.0,1675,3.0
5953,Greater Noida,67.7,4299.0,1575,3.0
5954,Greater Noida,76.21,5293.0,1440,3.0
5956,Greater Noida,37.39,3800.0,984,2.0
5957,Noida,3.87,11000.0,3525,4.0
5959,Lucknow,49.0,4000.0,1225,2.0
5960,Ghaziabad,57.25,5000.0,1145,2.0
5961,Ghaziabad,2.06,8300.0,2485,3.0
5962,Greater Noida,53.12,4660.0,1140,2.0
5963,Greater Noida,47.31,3850.0,1229,2.0
5964,Greater Noida,78.75,4716.0,1670,3.0
5966,Greater Noida,71.89,4424.0,1625,3.0
5967,Ghaziabad,17.03,4518.0,377,1.0
5968,Ghaziabad,28.8,2400.0,1200,2.0
5969,Ghaziabad,98.0,4900.0,2000,3.0
5971,Greater Noida,51.89,4850.0,1070,2.0
5972,Greater Noida,78.72,4700.0,1675,3.0
