,City,Total Price,Rupee_per_area(sq-feet),Area,Apartement
37303,Greater Noida,47.31,3850.0,1229,2.0
37304,Greater Noida,78.75,4716.0,1670,3.0
37306,Greater Noida,71.89,4424.0,1625,3.0
37307,Ghaziabad,17.03,4518.0,377,1.0
37308,Ghaziabad,28.8,2400.0,1200,2.0
37309,Ghaziabad,98.0,4900.0,2000,3.0
37311,Greater Noida,51.89,4850.0,1070,2.0
37312,Greater Noida,78.72,4700.0,1675,3.0
37313,Greater Noida,67.7,4299.0,1575,3.0
37314,Greater Noida,76.21,5293.0,1440,3.0
37316,Greater Noida,37.39,3800.0,984,2.0
37317,Noida,3.87,11000.0,3525,4.0
37319,Lucknow,49.0,4000.0,1225,2.0
37320,Ghaziabad,57.25,5000.0,1145,2.0
37321,Ghaziabad,2.06,8300.0,2485,3.0
37322,Greater Noida,53.12,4660.0,1140,2.0
37323,Greater Noida,47.31,3850.0,1229,2.0
37324,Greater Noida,78.75,4716.0,1670,3.0
37326,Greater Noida,71.89,4424.0,1625,3.0
37327,Ghaziabad,17.03,4518.0,377,1.0
37328,Ghaziabad,28.8,2400.0,1200,2.0
37329,Ghaziabad,98.0,4900.0,2000,3.0
37331,Greater Noida,51.89,4850.0,1070,2.0
37332,Greater Noida,78.72,4700.0,1675,3.0
37333,Greater Noida,67.7,4299.0,1575,3.0
37334,Greater Noida,76.21,5293.0,1440,3.0
37336,Greater Noida,37.39,3800.0,984,2.0
37337,Noida,3.87,11000.0,3525,4.0
37339,Lucknow,49.0,4000.0,1225,2.0
37340,Ghaziabad,57.25,5000.0,1145,2.0
37341,Ghaziabad,2.06,8300.0,2485,3.0
37342,Greater Noida,53.12,4660.0,1140,2.0
37343,Greater Noida,47.31,3850.0,1229,2.0
37344,Greater Noida,78.75,4716.0,1670,3.0
37346,Greater Noida,71.89,4424.0,1625,3.0
37347,Ghaziabad,17.03,4518.0,377,1.0
37348,Ghaziabad,28.8,2400.0,1200,2.0
37349,Ghaziabad,98.0,4900.0,2000,3.0
37351,Greater Noida,51.89,4850.0,1070,2.0
37352,Greater Noida,78.72,4700.0,1675,3.0
37353,Greater Noida,67.7,4299.0,1575,3.0
37354,Greater Noida,76.21,5293.0,1440,3.0
37356,Greater Noida,37.39,3800.0,984,2.0
37357,Noida,3.87,11000.0,3525,4.0
37359,Lucknow,49.0,4000.0,1225,2.0
37360,Ghaziabad,57.25,5000.0,1145,2.0
37361,Ghaziabad,2.06,8300.0,2485,3.0
37362,Greater Noida,53.12,4660.0,1140,2.0
37363,Greater Noida,47.31,3850.0,1229,2.0
37364,Greater Noida,78.75,4716.0,1670,3.0
37366,Greater Noida,71.89,4424.0,1625,3.0
37367,Ghaziabad,17.03,4518.0,377,1.0
37368,Ghaziabad,28.8,2400.0,1200,2.0
37369,Ghaziabad,98.0,4900.0,2000,3.0
37371,Greater Noida,51.89,4850.0,1070,2.0
37372,Greater Noida,78.72,4700.0,1675,3.0
37373,Greater Noida,67.7,4299.0,1575,3.0
37374,Greater Noida,76.21,5293.0,1440,3.0
37376,Greater Noida,37.39,3800.0,984,2.0
37377,Noida,3.87,11000.0,3525,4.0
37379,Lucknow,49.0,4000.0,1225,2.0
37380,Ghaziabad,57.25,5000.0,1145,2.0
37381,Ghaziabad,2.06,8300.0,2485,3.0
37382,Greater Noida,53.12,4660.0,1140,2.0
37383,Greater Noida,47.31,3850.0,1229,2.0
37384,Greater Noida,78.75,4716.0,1670,3.0
37386,Greater Noida,71.89,4424.0,1625,3.0
37387,Ghaziabad,17.03,4518.0,377,1.0
37388,Ghaziabad,28.8,2400.0,1200,2.0
37389,Ghaziabad,98.0,4900.0,2000,3.0
37391,Greater Noida,51.89,4850.0,1070,2.0
37392,Greater Noida,78.72,4700.0,1675,3.0
37393,Greater Noida,67.7,4299.0,1575,3.0
37394,Greater Noida,76.21,5293.0,1440,3.0
37396,Greater Noida,37.39,3800.0,984,2.0
37397,Noida,3.87,11000.0,3525,4.0
37399,Lucknow,49.0,4000.0,1225,2.0
37400,Ghaziabad,57.25,5000.0,1145,2.0
37401,Ghaziabad,2.06,8300.0,2485,3.0
37402,Greater Noida,53.12,4660.0,1140,2.0
37403,Greater Noida,47.31,3850.0,1229,2.0
37404,Greater Noida,78.75,4716.0,1670,3.0
37406,Greater Noida,71.89,4424.0,1625,3.0
37407,Ghaziabad,17.03,4518.0,377,1.0
37408,Ghaziabad,28.8,2400.0,1200,2.0
37409,Ghaziabad,98.0,4900.0,2000,3.0
37411,Greater Noida,51.89,4850.0,1070,2.0
37412,Greater Noida,78.72,4700.0,1675,3.0
37413,Greater Noida,67.7,4299.0,1575,3.0
37414,Greater Noida,76.21,5293.0,1440,3.0
37416,Greater Noida,37.39,3800.0,984,2.0
37417,Noida,3.87,11000.0,3525,4.0
37419,Lucknow,49.0,4000.0,1225,2.0
37420,Ghaziabad,57.25,5000.0,1145,2.0
37421,Ghaziabad,2.06,8300.0,2485,3.0
37422,Greater Noida,53.12,4660.0,1140,2.0
37423,Greater Noida,47.31,3850.0,1229,2.0
37424,Greater Noida,78.75,4716.0,1670,3.0
37426,Greater Noida,71.89,4424.0,1625,3.0
37427,Ghaziabad,17.03,4518.0,377,1.0
37428,Ghaziabad,28.8,2400.0,1200,2.0
37429,Ghaziabad,98.0,4900.0,2000,3.0
37431,Greater Noida,51.89,4850.0,1070,2.0
37432,Greater Noida,78.72,4700.0,1675,3.0
37433,Greater Noida,67.7,4299.0,1575,3.0
37434,Greater Noida,76.21,5293.0,1440,3.0
37436,Greater Noida,37.39,3800.0,984,2.0
37437,Noida,3.87,11000.0,3525,4.0
37439,Lucknow,49.0,4000.0,1225,2.0
37440,Ghaziabad,57.25,5000.0,1145,2.0
37441,Ghaziabad,2.06,8300.0,2485,3.0
37442,Greater Noida,53.12,4660.0,1140,2.0
37443,Greater Noida,47.31,3850.0,1229,2.0
37444,Greater Noida,78.75,4716.0,1670,3.0
37446,Greater Noida,71.89,4424.0,1625,3.0
37447,Ghaziabad,17.03,4518.0,377,1.0
37448,Ghaziabad,28.8,2400.0,1200,2.0
37449,Ghaziabad,98.0,4900.0,2000,3.0
37451,Greater Noida,51.89,4850.0,1070,2.0
37452,Greater Noida,78.72,4700.0,1675,3.0
37453,Greater Noida,67.7,4299.0,1575,3.0
37454,Greater Noida,76.21,5293.0,1440,3.0
37456,Greater Noida,37.39,3800.0,984,2.0
37457,Noida,3.87,11000.0,3525,4.0
37459,Lucknow,49.0,4000.0,1225,2.0
37460,Ghaziabad,57.25,5000.0,1145,2.0
37461,Ghaziabad,2.06,8300.0,2485,3.0
37462,Greater Noida,53.12,4660.0,1140,2.0
37463,Greater Noida,47.31,3850.0,1229,2.0
37464,Greater Noida,78.75,4716.0,1670,3.0
37466,Greater Noida,71.89,4424.0,1625,3.0
37467,Ghaziabad,17.03,4518.0,377,1.0
37468,Ghaziabad,28.8,2400.0,1200,2.0
37469,Ghaziabad,98.0,4900.0,2000,3.0
37471,Greater Noida,51.89,4850.0,1070,2.0
37472,Greater Noida,78.72,4700.0,1675,3.0
37473,Greater Noida,67.7,4299.0,1575,3.0
37474,Greater Noida,76.21,5293.0,1440,3.0
37476,Greater Noida,37.39,3800.0,984,2.0
37477,Noida,3.87,11000.0,3525,4.0
37479,Lucknow,49.0,4000.0,1225,2.0
37480,Ghaziabad,57.25,5000.0,1145,2.0
37481,Ghaziabad,2.06,8300.0,2485,3.0
37482,Greater Noida,53.12,4660.0,1140,2.0
37483,Greater Noida,47.31,3850.0,1229,2.0
37484,Greater Noida,78.75,4716.0,1670,3.0
37486,Greater Noida,71.89,4424.0,1625,3.0
37487,Ghaziabad,17.03,4518.0,377,1.0
37488,Ghaziabad,28.8,2400.0,1200,2.0
37489,Ghaziabad,98.0,4900.0,2000,3.0
37491,Greater Noida,51.89,4850.0,1070,2.0
37492,Greater Noida,78.72,4700.0,1675,3.0
37493,Greater Noida,67.7,4299.0,1575,3.0
37494,Greater Noida,76.21,5293.0,1440,3.0
37496,Greater Noida,37.39,3800.0,984,2.0
37497,Noida,3.87,11000.0,3525,4.0
37499,Lucknow,49.0,4000.0,1225,2.0
37500,Ghaziabad,57.25,5000.0,1145,2.0
37501,Ghaziabad,2.06,8300.0,2485,3.0
37502,Greater Noida,53.12,4660.0,1140,2.0
37503,Greater Noida,47.31,3850.0,1229,2.0
37504,Greater Noida,78.75,4716.0,1670,3.0
37506,Greater Noida,71.89,4424.0,1625,3.0
37507,Ghaziabad,17.03,4518.0,377,1.0
37508,Ghaziabad,28.8,2400.0,1200,2.0
37509,Ghaziabad,98.0,4900.0,2000,3.0
37511,Greater Noida,51.89,4850.0,1070,2.0
37512,Greater Noida,78.72,4700.0,1675,3.0
37513,Greater Noida,67.7,4299.0,1575,3.0
37514,Greater Noida,76.21,5293.0,1440,3.0
37516,Greater Noida,37.39,3800.0,984,2.0
37517,Noida,3.87,11000.0,3525,4.0
37519,Lucknow,49.0,4000.0,1225,2.0
37520,Ghaziabad,57.25,5000.0,1145,2.0
37521,Ghaziabad,2.06,8300.0,2485,3.0
37522,Greater Noida,53.12,4660.0,1140,2.0
37523,Greater Noida,47.31,3850.0,1229,2.0
37524,Greater Noida,78.75,4716.0,1670,3.0
37526,Greater Noida,71.89,4424.0,1625,3.0
37527,Ghaziabad,17.03,4518.0,377,1.0
37528,Ghaziabad,28.8,2400.0,1200,2.0
37529,Ghaziabad,98.0,4900.0,2000,3.0
37531,Greater Noida,51.89,4850.0,1070,2.0
37532,Greater Noida,78.72,4700.0,1675,3.0
37533,Greater Noida,67.7,4299.0,1575,3.0
37534,Greater Noida,76.21,5293.0,1440,3.0
37536,Greater Noida,37.39,3800.0,984,2.0
37537,Noida,3.87,11000.0,3525,4.0
37539,Lucknow,49.0,4000.0,1225,2.0
37540,Ghaziabad,57.25,5000.0,1145,2.0
37541,Ghaziabad,2.06,8300.0,2485,3.0
37542,Greater Noida,53.12,4660.0,1140,2.0
37543,Greater Noida,47.31,3850.0,1229,2.0
37544,Greater Noida,78.75,4716.0,1670,3.0
37546,Greater Noida,71.89,4424.0,1625,3.0
37547,Ghaziabad,17.03,4518.0,377,1.0
37548,Ghaziabad,28.8,2400.0,1200,2.0
37549,Ghaziabad,98.0,4900.0,2000,3.0
37551,Greater Noida,51.89,4850.0,1070,2.0
37552,Greater Noida,78.72,4700.0,1675,3.0
37553,Greater Noida,67.7,4299.0,1575,3.0
37554,Greater Noida,76.21,5293.0,1440,3.0
37556,Greater Noida,37.39,3800.0,984,2.0
37557,Noida,3.87,11000.0,3525,4.0
37559,Lucknow,49.0,4000.0,1225,2.0
37560,Ghaziabad,57.25,5000.0,1145,2.0
37561,Ghaziabad,2.06,8300.0,2485,3.0
37562,Greater Noida,53.12,4660.0,1140,2.0
37563,Greater Noida,47.31,3850.0,1229,2.0
37564,Greater Noida,78.75,4716.0,1670,3.0
37566,Greater Noida,71.89,4424.0,1625,3.0
37567,Ghaziabad,17.03,4518.0,377,1.0
37568,Ghaziabad,28.8,2400.0,1200,2.0
37569,Ghaziabad,98.0,4900.0,2000,3.0
37571,Greater Noida,51.89,4850.0,1070,2.0
37572,Greater Noida,78.72,4700.0,1675,3.0
37573,Greater Noida,67.7,4299.0,1575,3.0
37574,Greater Noida,76.21,5293.0,1440,3.0
37576,Greater Noida,37.39,3800.0,984,2.0
37577,Noida,3.87,11000.0,3525,4.0
37579,Lucknow,49.0,4000.0,1225,2.0
37580,Ghaziabad,57.25,5000.0,1145,2.0
37581,Ghaziabad,2.06,8300.0,2485,3.0
37582,Greater Noida,53.12,4660.0,1140,2.0
37583,Greater Noida,47.31,3850.0,1229,2.0
37584,Greater Noida,78.75,4716.0,1670,3.0
37586,Greater Noida,71.89,4424.0,1625,3.0
37587,Ghaziabad,17.03,4518.0,377,1.0
37588,Ghaziabad,28.8,2400.0,1200,2.0
37589,Ghaziabad,98.0,4900.0,2000,3.0
37591,Greater Noida,51.89,4850.0,1070,2.0
37592,Greater Noida,78.72,4700.0,1675,3.0
37593,Greater Noida,67.7,4299.0,1575,3.0
37594,Greater Noida,76.21,5293.0,1440,3.0
37596,Greater Noida,37.39,3800.0,984,2.0
37597,Noida,3.87,11000.0,3525,4.0
37599,Lucknow,49.0,4000.0,1225,2.0
37600,Ghaziabad,57.25,5000.0,1145,2.0
37601,Ghaziabad,2.06,8300.0,2485,3.0
37602,Greater Noida,53.12,4660.0,1140,2.0
37603,Greater Noida,47.31,3850.0,1229,2.0
37604,Greater Noida,78.75,4716.0,1670,3.0
37606,Greater Noida,71.89,4424.0,1625,3.0
37607,Ghaziabad,17.03,4518.0,377,1.0
37608,Ghaziabad,28.8,2400.0,1200,2.0
37609,Ghaziabad,98.0,4900.0,2000,3.0
37611,Greater Noida,51.89,4850.0,1070,2.0
37612,Greater Noida,78.72,4700.0,1675,3.0
37613,Greater Noida,67.7,4299.0,1575,3.0
37614,Greater Noida,76.21,5293.0,1440,3.0
37616,Greater Noida,37.39,3800.0,984,2.0
37617,Noida,3.87,11000.0,3525,4.0
37619,Lucknow,49.0,4000.0,1225,2.0
37620,Ghaziabad,57.25,5000.0,1145,2.0
37621,Ghaziabad,2.06,8300.0,2485,3.0
37622,Greater Noida,53.12,4660.0,1140,2.0
37623,Greater Noida,47.31,3850.0,1229,2.0
37624,Greater Noida,78.75,4716.0,1670,3.0
37626,Greater Noida,71.89,4424.0,1625,3.0
37627,Ghaziabad,17.03,4518.0,377,1.0
37628,Ghaziabad,28.8,2400.0,1200,2.0
37629,Ghaziabad,98.0,4900.0,2000,3.0
37631,Greater Noida,51.89,4850.0,1070,2.0
37632,Greater Noida,78.72,4700.0,1675,3.0
37633,Greater Noida,67.7,4299.0,1575,3.0
37634,Greater Noida,76.21,5293.0,1440,3.0
37636,Greater Noida,37.39,3800.0,984,2.0
37637,Noida,3.87,11000.0,3525,4.0
37639,Lucknow,49.0,4000.0,1225,2.0
37640,Ghaziabad,57.25,5000.0,1145,2.0
37641,Ghaziabad,2.06,8300.0,2485,3.0
37642,Greater Noida,53.12,4660.0,1140,2.0
37643,Greater Noida,47.31,3850.0,1229,2.0
37644,Greater Noida,78.75,4716.0,1670,3.0
37646,Greater Noida,71.89,4424.0,1625,3.0
37647,Ghaziabad,17.03,4518.0,377,1.0
37648,Ghaziabad,28.8,2400.0,1200,2.0
37649,Ghaziabad,98.0,4900.0,2000,3.0
37651,Greater Noida,51.89,4850.0,1070,2.0
37652,Greater Noida,78.72,4700.0,1675,3.0
37653,Greater Noida,67.7,4299.0,1575,3.0
37654,Greater Noida,76.21,5293.0,1440,3.0
37656,Greater Noida,37.39,3800.0,984,2.0
37657,Noida,3.87,11000.0,3525,4.0
37659,Lucknow,49.0,4000.0,1225,2.0
37660,Ghaziabad,57.25,5000.0,1145,2.0
37661,Ghaziabad,2.06,8300.0,2485,3.0
37662,Greater Noida,53.12,4660.0,1140,2.0
37663,Greater Noida,47.31,3850.0,1229,2.0
37664,Greater Noida,78.75,4716.0,1670,3.0
37666,Greater Noida,71.89,4424.0,1625,3.0
37667,Ghaziabad,17.03,4518.0,377,1.0
37668,Ghaziabad,28.8,2400.0,1200,2.0
37669,Ghaziabad,98.0,4900.0,2000,3.0
37671,Greater Noida,51.89,4850.0,1070,2.0
37672,Greater Noida,78.72,4700.0,1675,3.0
37673,Greater Noida,67.7,4299.0,1575,3.0
37674,Greater Noida,76.21,5293.0,1440,3.0
37676,Greater Noida,37.39,3800.0,984,2.0
37677,Noida,3.87,11000.0,3525,4.0
37679,Lucknow,49.0,4000.0,1225,2.0
37680,Ghaziabad,57.25,5000.0,1145,2.0
37681,Ghaziabad,2.06,8300.0,2485,3.0
37682,Greater Noida,53.12,4660.0,1140,2.0
37683,Greater Noida,47.31,3850.0,1229,2.0
37684,Greater Noida,78.75,4716.0,1670,3.0
37686,Greater Noida,71.89,4424.0,1625,3.0
37687,Ghaziabad,17.03,4518.0,377,1.0
37688,Ghaziabad,28.8,2400.0,1200,2.0
37689,Ghaziabad,98.0,4900.0,2000,3.0
37691,Greater Noida,51.89,4850.0,1070,2.0
37692,Greater Noida,78.72,4700.0,1675,3.0
37693,Greater Noida,67.7,4299.0,1575,3.0
37694,Greater Noida,76.21,5293.0,1440,3.0
37696,Greater Noida,37.39,3800.0,984,2.0
37697,Noida,3.87,11000.0,3525,4.0
37699,Lucknow,49.0,4000.0,1225,2.0
37700,Ghaziabad,57.25,5000.0,1145,2.0
37701,Ghaziabad,2.06,8300.0,2485,3.0
37702,Greater Noida,53.12,4660.0,1140,2.0
37703,Greater Noida,47.31,3850.0,1229,2.0
37704,Greater Noida,78.75,4716.0,1670,3.0
37706,Greater Noida,71.89,4424.0,1625,3.0
37707,Ghaziabad,17.03,4518.0,377,1.0
37708,Ghaziabad,28.8,2400.0,1200,2.0
37709,Ghaziabad,98.0,4900.0,2000,3.0
37711,Greater Noida,51.89,4850.0,1070,2.0
37712,Greater Noida,78.72,4700.0,1675,3.0
37713,Greater Noida,67.7,4299.0,1575,3.0
37714,Greater Noida,76.21,5293.0,1440,3.0
37716,Greater Noida,37.39,3800.0,984,2.0
37717,Noida,3.87,11000.0,3525,4.0
37719,Lucknow,49.0,4000.0,1225,2.0
37720,Ghaziabad,57.25,5000.0,1145,2.0
37721,Ghaziabad,2.06,8300.0,2485,3.0
37722,Greater Noida,53.12,4660.0,1140,2.0
37723,Greater Noida,47.31,3850.0,1229,2.0
37724,Greater Noida,78.75,4716.0,1670,3.0
37726,Greater Noida,71.89,4424.0,1625,3.0
37727,Ghaziabad,17.03,4518.0,377,1.0
37728,Ghaziabad,28.8,2400.0,1200,2.0
37729,Ghaziabad,98.0,4900.0,2000,3.0
37731,Greater Noida,51.89,4850.0,1070,2.0
37732,Greater Noida,78.72,4700.0,1675,3.0
37733,Greater Noida,67.7,4299.0,1575,3.0
37734,Greater Noida,76.21,5293.0,1440,3.0
37736,Greater Noida,37.39,3800.0,984,2.0
37737,Noida,3.87,11000.0,3525,4.0
37739,Lucknow,49.0,4000.0,1225,2.0
37740,Ghaziabad,57.25,5000.0,1145,2.0
37741,Ghaziabad,2.06,8300.0,2485,3.0
37742,Greater Noida,53.12,4660.0,1140,2.0
37743,Greater Noida,47.31,3850.0,1229,2.0
37744,Greater Noida,78.75,4716.0,1670,3.0
37746,Greater Noida,71.89,4424.0,1625,3.0
37747,Ghaziabad,17.03,4518.0,377,1.0
37748,Ghaziabad,28.8,2400.0,1200,2.0
37749,Ghaziabad,98.0,4900.0,2000,3.0
37751,Greater Noida,51.89,4850.0,1070,2.0
37752,Greater Noida,78.72,4700.0,1675,3.0
37753,Greater Noida,67.7,4299.0,1575,3.0
37754,Greater Noida,76.21,5293.0,1440,3.0
37756,Greater Noida,37.39,3800.0,984,2.0
37757,Noida,3.87,11000.0,3525,4.0
37759,Lucknow,49.0,4000.0,1225,2.0
37760,Ghaziabad,57.25,5000.0,1145,2.0
37761,Ghaziabad,2.06,8300.0,2485,3.0
37762,Greater Noida,53.12,4660.0,1140,2.0
37763,Greater Noida,47.31,3850.0,1229,2.0
37764,Greater Noida,78.75,4716.0,1670,3.0
37766,Greater Noida,71.89,4424.0,1625,3.0
37767,Ghaziabad,17.03,4518.0,377,1.0
37768,Ghaziabad,28.8,2400.0,1200,2.0
37769,Ghaziabad,98.0,4900.0,2000,3.0
37771,Greater Noida,51.89,4850.0,1070,2.0
37772,Greater Noida,78.72,4700.0,1675,3.0
37773,Greater Noida,67.7,4299.0,1575,3.0
37774,Greater Noida,76.21,5293.0,1440,3.0
37776,Greater Noida,37.39,3800.0,984,2.0
37777,Noida,3.87,11000.0,3525,4.0
37779,Lucknow,49.0,4000.0,1225,2.0
37780,Ghaziabad,57.25,5000.0,1145,2.0
37781,Ghaziabad,2.06,8300.0,2485,3.0
37782,Greater Noida,53.12,4660.0,1140,2.0
37783,Greater Noida,47.31,3850.0,1229,2.0
37784,Greater Noida,78.75,4716.0,1670,3.0
37786,Greater Noida,71.89,4424.0,1625,3.0
37787,Ghaziabad,17.03,4518.0,377,1.0
37788,Ghaziabad,28.8,2400.0,1200,2.0
37789,Ghaziabad,98.0,4900.0,2000,3.0
37791,Greater Noida,51.89,4850.0,1070,2.0
37792,Greater Noida,78.72,4700.0,1675,3.0
37793,Greater Noida,67.7,4299.0,1575,3.0
37794,Greater Noida,76.21,5293.0,1440,3.0
37796,Greater Noida,37.39,3800.0,984,2.0
37797,Noida,3.87,11000.0,3525,4.0
37799,Lucknow,49.0,4000.0,1225,2.0
37800,Ghaziabad,57.25,5000.0,1145,2.0
37801,Ghaziabad,2.06,8300.0,2485,3.0
37802,Greater Noida,53.12,4660.0,1140,2.0
37803,Greater Noida,47.31,3850.0,1229,2.0
37804,Greater Noida,78.75,4716.0,1670,3.0
37806,Greater Noida,71.89,4424.0,1625,3.0
37807,Ghaziabad,17.03,4518.0,377,1.0
37808,Ghaziabad,28.8,2400.0,1200,2.0
37809,Ghaziabad,98.0,4900.0,2000,3.0
37811,Greater Noida,51.89,4850.0,1070,2.0
37812,Greater Noida,78.72,4700.0,1675,3.0
37813,Greater Noida,67.7,4299.0,1575,3.0
37814,Greater Noida,76.21,5293.0,1440,3.0
37816,Greater Noida,37.39,3800.0,984,2.0
37817,Noida,3.87,11000.0,3525,4.0
37819,Lucknow,49.0,4000.0,1225,2.0
37820,Ghaziabad,57.25,5000.0,1145,2.0
37821,Ghaziabad,2.06,8300.0,2485,3.0
37822,Greater Noida,53.12,4660.0,1140,2.0
37823,Greater Noida,47.31,3850.0,1229,2.0
37824,Greater Noida,78.75,4716.0,1670,3.0
37826,Greater Noida,71.89,4424.0,1625,3.0
37827,Ghaziabad,17.03,4518.0,377,1.0
37828,Ghaziabad,28.8,2400.0,1200,2.0
37829,Ghaziabad,98.0,4900.0,2000,3.0
37831,Greater Noida,51.89,4850.0,1070,2.0
37832,Greater Noida,78.72,4700.0,1675,3.0
37833,Greater Noida,67.7,4299.0,1575,3.0
37834,Greater Noida,76.21,5293.0,1440,3.0
37836,Greater Noida,37.39,3800.0,984,2.0
37837,Noida,3.87,11000.0,3525,4.0
37839,Lucknow,49.0,4000.0,1225,2.0
37840,Ghaziabad,57.25,5000.0,1145,2.0
37841,Ghaziabad,2.06,8300.0,2485,3.0
37842,Greater Noida,53.12,4660.0,1140,2.0
37843,Greater Noida,47.31,3850.0,1229,2.0
37844,Greater Noida,78.75,4716.0,1670,3.0
37846,Greater Noida,71.89,4424.0,1625,3.0
37847,Ghaziabad,17.03,4518.0,377,1.0
37848,Ghaziabad,28.8,2400.0,1200,2.0
37849,Ghaziabad,98.0,4900.0,2000,3.0
37851,Greater Noida,51.89,4850.0,1070,2.0
37852,Greater Noida,78.72,4700.0,1675,3.0
37853,Greater Noida,67.7,4299.0,1575,3.0
37854,Greater Noida,76.21,5293.0,1440,3.0
37856,Greater Noida,37.39,3800.0,984,2.0
